шоколад, Германия, 20 тонн, 12340000 рублей
рыба, Германия, 15 тонн, 14850000 рублей
рыба, Германия, 30 тонн, 7050000 рублей
груши, Германия, 15 тонн, 1250000 рублей
рыба, Австралия, 10 тонн, 12340000 рублей
шоколад, Германия, 2 тонны, 1250000 рублей
масло, США, 50 тонн, 14850000 рублей
хлеб, Перу, 30 тонн, 12340000 рублей
масло, Австрия, 2 тонны, 1000000 рублей
масло, Перу, 10 тонн, 12340000 рублей
хлеб, Австрия, 50 тонн, 14850000 рублей
рыба, Венгрия, 50 тонн, 14850000 рублей
шоколад, Китай, 30 тонн, 1000000 рублей
масло, Аргентина, 5 тонн, 1000000 рублей
рыба, Перу, 10 тонн, 12340000 рублей
масло, Венгрия, 30 тонн, 12340000 рублей
груши, США, 30 тонн, 14850000 рублей
яблоки, Германия, 5 тонн, 7050000 рублей
хлеб, Перу, 2 тонны, 14850000 рублей
груши, Австрия, 5 тонн, 500000 рублей
шоколад, Аргентина, 50 тонн, 7050000 рублей
яблоки, Австрия, 5 тонн, 7050000 рублей
масло, США, 10 тонн, 500000 рублей
яблоки, Перу, 10 тонн, 1250000 рублей
хлеб, Германия, 1 тонна, 1250000 рублей
яблоки, Германия, 5 тонн, 14850000 рублей
зерно, Перу, 5 тонн, 1250000 рублей
зерно, США, 5 тонн, 1250000 рублей
масло, Перу, 20 тонн, 1000000 рублей
яблоки, Австралия, 15 тонн, 1250000 рублей
хлеб, Перу, 20 тонн, 7050000 рублей
зерно, Перу, 15 тонн, 1000000 рублей
хлеб, США, 15 тонн, 14850000 рублей
хлеб, Аргентина, 15 тонн, 7050000 рублей
хлеб, США, 5 тонн, 12340000 рублей
шоколад, Аргентина, 10 тонн, 1250000 рублей
зерно, США, 2 тонны, 1250000 рублей
хлеб, США, 30 тонн, 7050000 рублей
яблоки, Венгрия, 10 тонн, 1000000 рублей
рыба, Китай, 5 тонн, 1000000 рублей
масло, Венгрия, 5 тонн, 500000 рублей
груши, Германия, 50 тонн, 7050000 рублей
хлеб, Венгрия, 30 тонн, 12340000 рублей
рыба, Австралия, 20 тонн, 7050000 рублей
шоколад, Венгрия, 30 тонн, 1250000 рублей
зерно, США, 5 тонн, 7050000 рублей
груши, Венгрия, 50 тонн, 14850000 рублей
яблоки, Аргентина, 30 тонн, 7050000 рублей
масло, Австрия, 20 тонн, 7050000 рублей
яблоки, Венгрия, 5 тонн, 1000000 рублей
хлеб, Перу, 50 тонн, 12340000 рублей
рыба, Австралия, 10 тонн, 1000000 рублей
масло, Австрия, 20 тонн, 500000 рублей
груши, Австрия, 50 тонн, 14850000 рублей
масло, США, 20 тонн, 14850000 рублей
масло, Венгрия, 30 тонн, 500000 рублей
груши, Аргентина, 5 тонн, 1250000 рублей
зерно, Австралия, 1 тонна, 14850000 рублей
масло, Германия, 10 тонн, 7050000 рублей
рыба, Австрия, 15 тонн, 1000000 рублей
зерно, Германия, 10 тонн, 7050000 рублей
рыба, Китай, 50 тонн, 1000000 рублей
рыба, Перу, 30 тонн, 7050000 рублей
рыба, Германия, 5 тонн, 500000 рублей
зерно, Аргентина, 2 тонны, 14850000 рублей
зерно, Аргентина, 20 тонн, 1000000 рублей
груши, Австрия, 20 тонн, 500000 рублей
хлеб, Перу, 15 тонн, 7050000 рублей
масло, Аргентина, 10 тонн, 1000000 рублей
груши, Перу, 5 тонн, 1250000 рублей
хлеб, Австралия, 5 тонн, 7050000 рублей
хлеб, США, 15 тонн, 12340000 рублей
рыба, Венгрия, 2 тонны, 1250000 рублей
шоколад, Китай, 5 тонн, 1000000 рублей
груши, Венгрия, 1 тонна, 1250000 рублей
хлеб, Китай, 5 тонн, 14850000 рублей
хлеб, Австралия, 15 тонн, 500000 рублей
яблоки, Китай, 30 тонн, 500000 рублей
груши, Перу, 2 тонны, 1250000 рублей
шоколад, Австрия, 50 тонн, 12340000 рублей
рыба, Германия, 20 тонн, 500000 рублей
яблоки, Венгрия, 50 тонн, 500000 рублей
рыба, Китай, 50 тонн, 12340000 рублей
шоколад, Перу, 30 тонн, 14850000 рублей
шоколад, Китай, 50 тонн, 12340000 рублей
масло, Австралия, 20 тонн, 12340000 рублей
шоколад, Австралия, 15 тонн, 7050000 рублей
хлеб, Австралия, 15 тонн, 14850000 рублей
груши, Перу, 50 тонн, 1250000 рублей
рыба, Перу, 2 тонны, 7050000 рублей
хлеб, Австрия, 10 тонн, 14850000 рублей
рыба, Перу, 15 тонн, 1250000 рублей
яблоки, Аргентина, 50 тонн, 1000000 рублей
яблоки, Китай, 30 тонн, 12340000 рублей
зерно, США, 20 тонн, 12340000 рублей
груши, Австрия, 2 тонны, 1250000 рублей
хлеб, Германия, 50 тонн, 1000000 рублей
рыба, Австралия, 15 тонн, 1250000 рублей
зерно, США, 5 тонн, 500000 рублей
хлеб, Австрия, 2 тонны, 7050000 рублей
шоколад, Австрия, 20 тонн, 7050000 рублей
яблоки, Китай, 15 тонн, 1250000 рублей
груши, Китай, 20 тонн, 1000000 рублей
масло, Венгрия, 1 тонна, 14850000 рублей
хлеб, Австралия, 50 тонн, 500000 рублей
зерно, Китай, 5 тонн, 7050000 рублей
рыба, Австралия, 5 тонн, 1000000 рублей
хлеб, Австрия, 1 тонна, 500000 рублей
зерно, Китай, 20 тонн, 12340000 рублей
рыба, США, 30 тонн, 500000 рублей
масло, Аргентина, 5 тонн, 1250000 рублей
зерно, Китай, 5 тонн, 1250000 рублей
зерно, Перу, 2 тонны, 7050000 рублей
шоколад, США, 10 тонн, 1000000 рублей
шоколад, Венгрия, 1 тонна, 12340000 рублей
масло, Австрия, 15 тонн, 12340000 рублей
рыба, Австралия, 15 тонн, 1250000 рублей
хлеб, Австрия, 1 тонна, 1000000 рублей
рыба, Германия, 5 тонн, 1000000 рублей
шоколад, Перу, 2 тонны, 12340000 рублей
зерно, Австралия, 20 тонн, 12340000 рублей
хлеб, Австралия, 30 тонн, 14850000 рублей
яблоки, Китай, 10 тонн, 12340000 рублей
груши, США, 10 тонн, 1250000 рублей
шоколад, Китай, 20 тонн, 14850000 рублей
груши, Аргентина, 10 тонн, 1000000 рублей
груши, Австралия, 10 тонн, 7050000 рублей
хлеб, Венгрия, 1 тонна, 1250000 рублей
зерно, Китай, 50 тонн, 14850000 рублей
яблоки, Германия, 2 тонны, 1000000 рублей
зерно, Австралия, 30 тонн, 500000 рублей
шоколад, Китай, 30 тонн, 1250000 рублей
зерно, США, 30 тонн, 14850000 рублей
хлеб, Австрия, 2 тонны, 1000000 рублей
груши, Венгрия, 30 тонн, 500000 рублей
груши, Китай, 15 тонн, 500000 рублей
масло, Австрия, 15 тонн, 1000000 рублей
масло, Китай, 2 тонны, 500000 рублей
хлеб, Венгрия, 15 тонн, 500000 рублей
масло, США, 1 тонна, 1000000 рублей
зерно, Перу, 20 тонн, 7050000 рублей
масло, Перу, 5 тонн, 1250000 рублей
рыба, Австралия, 15 тонн, 1000000 рублей
груши, Перу, 15 тонн, 7050000 рублей
рыба, Австралия, 20 тонн, 1000000 рублей
хлеб, Австралия, 2 тонны, 7050000 рублей
хлеб, Австралия, 15 тонн, 14850000 рублей
зерно, Австрия, 2 тонны, 7050000 рублей
рыба, Аргентина, 30 тонн, 1000000 рублей
яблоки, Перу, 50 тонн, 14850000 рублей
зерно, Перу, 1 тонна, 500000 рублей
рыба, Австралия, 10 тонн, 12340000 рублей
шоколад, США, 5 тонн, 500000 рублей
груши, Китай, 50 тонн, 14850000 рублей
масло, Австрия, 30 тонн, 1000000 рублей
яблоки, Австралия, 1 тонна, 1000000 рублей
рыба, США, 1 тонна, 500000 рублей
рыба, Австралия, 15 тонн, 500000 рублей
груши, Китай, 5 тонн, 1000000 рублей
зерно, Китай, 50 тонн, 7050000 рублей
рыба, Австралия, 30 тонн, 1000000 рублей
груши, Венгрия, 1 тонна, 1250000 рублей
зерно, Австрия, 2 тонны, 500000 рублей
зерно, Венгрия, 50 тонн, 7050000 рублей
яблоки, Перу, 10 тонн, 1000000 рублей
груши, Перу, 5 тонн, 1000000 рублей
яблоки, Аргентина, 10 тонн, 14850000 рублей
